rec_no,commodity,site_name,company_na,state_loca,county,latitude,longitude,plant_min
5467,"Sand and Gravel","Rw Velle","Red Wing Properties, Inc.","New York",Dutchess,41.5606,-73.7828,M/P
5468,"Sand and Gravel","Collins Pit","Dan Grenatt Gravel Products, Inc.","New York",Erie,42.50236,-78.94321,M/P
5469,"Sand and Gravel","Genesee Pit","Lafarge North America, Inc.","New York",Erie,42.945,-78.6152,M/P
5470,"Sand and Gravel",Springville,"Gernatt Asphalt Products, Inc.","New York",Erie,42.5403,-78.5171,M/P
5471,"Sand and Gravel","Chaffee Operation","Gernatt Asphalt Products, Inc.","New York",Erie,42.5381,-78.4642,M/P
5472,"Sand and Gravel","Plant #84 Huestis Pit","Peckham Materials Corp.","New York",Essex,43.8516,-73.4111,M/P
5473,"Sand and Gravel","South Ti Sand & Gravel","Armstrong Trucking","New York",Essex,43.8173,-73.473,M/P
5474,"Sand and Gravel","Maple Ave Pit","Cranesville Aggregates Co.","New York",Fulton,43.04017,-74.37733,M/P
5475,"Sand and Gravel","Northhampton Pit","Delaney Crushed Stone Products, Inc.","New York",Fulton,43.2374,-74.1934,M/P
5476,"Sand and Gravel","Batavia (P-472)","Hanson Aggregates New York, Inc.","New York",Genesee,42.9776,-78.1699,M/P
5477,"Sand and Gravel","Frey S&G Pit","Frey Concrete, Inc.","New York",Genesee,42.8861,-78.24,M/P
5478,"Sand and Gravel","Batavia Pit","Seven Springs Gravel Products, Llc.","New York",Genesee,42.995,-78.1156,M/P
5479,"Sand and Gravel","Poland Plant #3","Hanson Aggregates New York, Inc.","New York",Herkimer,43.15,-75.0828,M/P
5480,"Sand and Gravel","Poland Sand & Gravel","Roger's Fence Co., Inc.","New York",Herkimer,43.22137,-75.06033,M/P
5481,"Sand and Gravel","Colwell Pit","Watertown Sand & Gravel, Inc.","New York",Jefferson,43.94917,-75.87483,M/P
5482,"Sand and Gravel","Bach Pits","Bach & Co., Inc.","New York",Jefferson,44.1358,-76,M/P
5483,"Sand and Gravel","Watson Gravel Pit","V. S. Virkler & Son, Inc.","New York",Lewis,43.78225,-75.47845,M/P
5484,"Sand and Gravel","Walseman Pit","Lyndaker Excavating & Trucking","New York",Lewis,43.867,-75.4813,M/P
5485,"Sand and Gravel","Plant #2 Scottsville Pit","Valley Sand & Gravel, Inc.","New York",Livingston,42.9835,-77.7537,M/P
5486,"Sand and Gravel","Lawson Pit","Lawson Sand & Gravel, Inc.","New York",Livingston,42.5331,-77.9069,M/P
5487,"Sand and Gravel","Avon Pit","Dolomite Products, Inc.","New York",Livingston,42.9219,-77.6587,M/P
5488,"Sand and Gravel","Redman Plant","Manitou Construction Co., Inc.","New York",Monroe,43.14,-77.5038,M/P
5489,"Sand and Gravel","Ogden Sand & Gravel","Dolomite Products, Inc.","New York",Monroe,43.1633,-77.7972,M/P
5490,"Sand and Gravel","Pit #2","Genesee Sand & Gravel","New York",Monroe,43.0392,-77.5487,M/P
5491,"Sand and Gravel","Randall Pit","Santos Construction Corporation","New York",Montgomery,42.9158,-74.4333,M/P
5492,"Sand and Gravel","Burgess Pit","Rifenburg Construction, Inc.","New York",Montgomery,43.0012,-74.7156,M/P
5493,"Sand and Gravel","Forestport Plant","Hanson Aggregates New York, Inc.","New York",Oneida,43.42925,-75.2177,M/P
5494,"Sand and Gravel","Sly Hill Pit #7","Alliance Paving Material","New York",Oneida,43.2664,-75.4582,M/P
5495,"Sand and Gravel","Camden Pit","Preston Hill Gravel, Inc.","New York",Oneida,43.2749,-75.7688,M/P
5496,"Sand and Gravel","South Onondaga Pit & Nedrow Plant","W. F.  Saunders & Son, Inc.","New York",Onondaga,42.9752,-76.1587,M/P
5497,"Sand and Gravel","Clark Aggregates","Clark Concrete Co., Inc.","New York",Onondaga,43.0034,-76.12377,M/P
5498,"Sand and Gravel","Kula Bishop Pit","Steve J Kula, Inc.","New York",Ontario,42.6112,-77.4159,M/P
5499,"Sand and Gravel","Victor (P-444)","Hanson Aggregates New York, Inc.","New York",Ontario,42.9714,-77.4139,M/P
5500,"Sand and Gravel","Malone Road Plant","Syracuse Sand & Gravel, Inc.","New York",Ontario,42.9686,-77.4491,M/P
5501,"Sand and Gravel","Oak Corners Pit","Elam Sand & Gravel Corp.","New York",Ontario,42.93438,-77.0038,M/P
5502,"Sand and Gravel",Gp-12,"Hanson Aggregates New York, Inc.","New York",Ontario,42.945,-76.9947,M/P
5503,"Sand and Gravel","Lake Road Pit","Syracuse Sand & Gravel, Llc.","New York",Ontario,42.998,-77.0328,M/P
5504,"Sand and Gravel","Mendon Pit","Elam Sand & Gravel Corp.","New York",Ontario,43.002,-77.45583,M/P
5505,"Sand and Gravel","West Bloomfield Pit","Elam Sand & Gravel Corp.","New York",Ontario,42.9147,-77.4759,M/P
5506,"Sand and Gravel","Westown Pit","Tilcon New York, Inc.","New York",Orange,41.3189,-74.5729,M/P
5507,"Sand and Gravel","Slate Hill Sand & Gravel","E. Tetz & Sons, Inc.","New York",Orange,41.3447,-74.3011,M/P
5508,"Sand and Gravel","Highland Stone","Highland Sand & Gravel, Inc.","New York",Orange,41.3762,-74.0985,M/P
5509,"Sand and Gravel","Cm & Son Pit","C M & Son Trucking, Inc.","New York",Orange,41.5396,-74.4365,M/P
5510,"Sand and Gravel","Sand & Gravel Operation","Carter Sand & Gravel, Inc.","New York",Orleans,43.2595,-78.4389,M/P
5511,"Sand and Gravel","Lacona Plant","Hanson Aggregates New York, Inc.","New York",Oswego,43.6334,-76.0686,M/P
5512,"Sand and Gravel","Fulton Plant","Northern Aggregates, Inc.","New York",Oswego,43.425,-76.3417,M/P
5513,"Sand and Gravel","Oneonta Sand & Gravel Pit","Cobleskill Stone Products, Inc.","New York",Otsego,42.46671,-75.08271,M/P
5514,"Sand and Gravel","Coop Pit","Seward Sand & Gravel, Inc.","New York",Otsego,42.4461,-75.0297,M/P
5515,"Sand and Gravel","Route 166 Pit","Kiser Excavating","New York",Otsego,42.6046,-74.91,M/P
5516,"Sand and Gravel","Route 9 Bank","Harold Lyons & Sons","New York",Putnam,41.47451,-73.91495,M/P
5517,"Sand and Gravel","West Sand Lake Pit & Mill","Troy Sand & Gravel Co., Inc.","New York",Rensselaer,42.6504,-73.5983,M/P
5518,"Sand and Gravel","Plant 55","Callanan Industries, Inc.","New York",Rensselaer,42.6378,-73.6719,M/P
5519,"Sand and Gravel","Route 150 Pit","Willam J. Keller & Sons Construction Corp.","New York",Rensselaer,42.5469,-73.6904,M/P
5520,"Sand and Gravel","Hemstreet Park Pit","Warren W. Fane, Inc.","New York",Rensselaer,42.8806,-73.6661,M/P
5521,"Sand and Gravel","Hoffy Farm Pit","Rifenburg Construction, Inc.","New York",Rensselaer,42.6328,-73.5965,M/P
5522,"Sand and Gravel","Cooke Sand & Gravel Pit","Cooke Sand & Gravel, Inc.","New York","Saint Lawrence",44.26281,-75.52994,M/P
5523,"Sand and Gravel","Hudson Valley Pit","Cranesville Aggregates Co.","New York",Saratoga,43.22666,-73.70215,M/P
5524,"Sand and Gravel","South Corinth","Pallette Stone Corp.","New York",Saratoga,43.2005,-73.8627,M/P
5525,"Sand and Gravel","Halfmoon Pit","William M. Larned & Sons, Inc.","New York",Saratoga,42.8398,-73.6818,M/P
5526,"Sand and Gravel","Halfmoon Pit","R. J. Valente Gravel, Inc.","New York",Saratoga,42.897,-73.769,M/P
5527,"Sand and Gravel","Sand & Gravel Pit","Luther Forest Corp.","New York",Saratoga,42.8933,-73.7709,M/P
5528,"Sand and Gravel","Plant #5","Cranesville Aggregates Co.","New York",Schenectady,42.84401,-73.97451,M/P
5529,"Sand and Gravel","Sand & Gravel Operation","Rhinehart Sand & Gravel, Inc.","New York",Steuben,42.1372,-77,M/P
5530,"Sand and Gravel",Gp-437,"Hanson Aggregates New York, Inc.","New York",Steuben,42.3519,-77.3345,M/P
5531,"Sand and Gravel","Sand & Gravel Operation","Knight Settlement Sand & Gravel, Llc.","New York",Steuben,42.3502,-77.2908,M/P
5532,"Sand and Gravel","Savona Pit","Savona Sand & Gravel, Inc.","New York",Steuben,42.3007,-77.2101,M/P
5533,"Sand and Gravel","Cohocton Pit","Elam Sand & Gravel Corp.","New York",Steuben,42.4889,-77.5061,M/P
5534,"Sand and Gravel","Blade Pit","Blade Construction Products","New York",Steuben,42.35608,-77.35436,M/P
5535,"Sand and Gravel","Scudder Pit","A. E. Scudder Sand & Gravel","New York",Steuben,42.1042,-77.1917,M/P
5536,"Sand and Gravel","Middle Island Pit & Mill","Roanoke Sand & Gravel Corp.","New York",Suffolk,40.8403,-72.9126,M/P
5537,"Sand and Gravel","Sand & Gravel Pit","Ts Haulers, Inc.","New York",Suffolk,40.9282,-72.764,M/P
5538,"Sand and Gravel","Coram Pit","Coram Materials Corp.","New York",Suffolk,40.9087,-72.9706,M/P
5539,"Sand and Gravel","Bistrian Gravel","Bistrian Gravel Corp.","New York",Suffolk,40.9874,-72.1743,M/P
5540,"Sand and Gravel","East Coast Mines Pit","East Coast Mines, Ltd","New York",Suffolk,40.8645,-72.5999,M/P
5541,"Sand and Gravel","Calverton Pit","Suffolk Cement Products, Inc.","New York",Suffolk,40.9241,-72.7265,M/P
5542,"Sand and Gravel","110 Sand Pit","Broad Hollow Estates, Inc.","New York",Suffolk,40.76378,-73.43522,M/P
5543,"Sand and Gravel","Bridgehampton Pit","Wainscott Sand & Gravel Corp.","New York",Suffolk,41.0167,-72.4667,M/P
5544,"Sand and Gravel","Sand & Gravel Operation","Ranco Sand & Stone Corp.","New York",Suffolk,40.84722,-72.82635,M/P
5545,"Sand and Gravel","Sand & Gravel Operation","Woodbourne Materials, Inc.","New York",Sullivan,41.7417,-74.5991,M/P
5546,"Sand and Gravel","Maston Lake","Jml Quarries, Inc.","New York",Sullivan,41.7356,-74.5961,M/P
5547,"Sand and Gravel","Spencer/Kozanosky Pit","Gregory & Sons, Inc.","New York",Tioga,42.175,-76.2333,M/P
5548,"Sand and Gravel","Owego Pit","F. S. Lopke Contracting, Inc.","New York",Tioga,42.0947,-76.2972,M/P
5549,"Sand and Gravel","Plant #2","Porters Sand & Gravel Co.","New York",Tioga,42.0485,-76.5387,M/P
5550,"Sand and Gravel","Spencer Plant","Landstrom Gravel Co., Inc.","New York",Tioga,42.275,-76.5,M/P
5551,"Sand and Gravel","Albro Pit","F. S. Lopke Contracting Co.","New York",Tioga,42.0401,-76.3556,M/P
5552,"Sand and Gravel","H. L. Robinson Pit","H. L. Robinson Sand & Gravel, Inc.","New York",Tioga,42.15,-76.22,M/P
5553,"Sand and Gravel","University Pit","University Sand & Gravel, Inc.","New York",Tompkins,42.3781,-76.4017,M/P
5554,"Sand and Gravel","Sand & Gravel Operation","Newfield Gravel Corp.","New York",Tompkins,42.3529,-76.6188,M/P
5555,"Sand and Gravel","Sand & Gravel Operation","Aok Quarries, Inc.","New York",Ulster,41.90267,-74.02283,M/P
5556,"Sand and Gravel","Dream Lake Pit","Warren W Fane, Inc.","New York",Warren,43.38492,-73.6383,M/P
5557,"Sand and Gravel","Haven Pit","Jointa Galusha, Llc.","New York",Washington,43.3944,-73.5972,M/P
5558,"Sand and Gravel","Easton Plant","Tracy Materials, Inc.","New York",Washington,43.1059,-73.5388,M/P
5559,"Sand and Gravel","Potter Pit","Heys Enterprise, Inc.","New York",Yates,42.7043,-77.2122,M/P
5560,"Sand and Gravel","Sand & Gravel Pit","Smith Sand & Gravel","New York",Yates,42.5298,-76.9716,M/P
5561,"Sand and Gravel","B. V. Hedrick Pit & Plant","B. V. Hedrick Gravel & Sand Co.,","North Carolina",Anson,34.9481,-79.9331,M/P
5562,"Sand and Gravel","Bonsal Pit","Bonsal American, Inc.","North Carolina",Anson,34.9583,-79.9361,M/P
5563,"Sand and Gravel","Dirt Pit","James C. Hewett Trucking","North Carolina",Brunswick,33.96532,-78.32737,M/P
5564,"Sand and Gravel","Grove Quarry","Grove Stone Co.","North Carolina",Buncombe,35.6415,-82.35483,M/P
5565,"Sand and Gravel","Bonds Pit (#684)","Martin Marietta Aggregates","North Carolina",Cabarrus,35.37833,-80.7,M/P
5566,"Sand and Gravel","Forbes Mine","Forbes Sand Co., Inc.","North Carolina",Camden,36.33845,-76.06444,M/P
5567,"Sand and Gravel","Buffalo Valley Mine","Robert E. Lee","North Carolina",Cleveland,35.25282,-81.45315,M/P
5568,"Sand and Gravel","Spruill Town Pit","Gerald L. Anderson Sand & Gravel","North Carolina",Craven,35.13218,-77.02633,M/P
5569,"Sand and Gravel","Wade Pit","American Materials Co., Llc.","North Carolina",Cumberland,35.1444,-78.8133,M/P
5570,"Sand and Gravel","River Road Pit","G. S. Materials, Inc.","North Carolina",Cumberland,35.0843,-78.846,M/P
5571,"Sand and Gravel","Clark Pit","American Materials Co., Llc.","North Carolina",Cumberland,35.07307,-78.87891,M/P
5572,"Sand and Gravel","Riverside Sand Pit","Riverside Sand Co., Inc.","North Carolina",Duplin,34.785,-77.8415,M/P
5573,"Sand and Gravel","Barnhill Pits","Barnhill Contracting Co.","North Carolina",Edgecombe,35.9736,-77.6944,M/P
5574,"Sand and Gravel",Edgecombe,"Pretty Good Sand Co., Inc.","North Carolina",Edgecombe,35.96442,-77.67927,M/P
5575,"Sand and Gravel","Fleming Pit","Wade Moore  Equipment Co.","North Carolina",Franklin,36.0681,-78.2725,M/P
5576,"Sand and Gravel","Elliot Mine","Hanson Aggregates Southeast, Inc.","North Carolina",Harnett,35.2681,-78.7458,M/P
5577,"Sand and Gravel","Harnett County Pits","Kelly Sand Co., Inc.","North Carolina",Harnett,35.28897,-79.11515,M/P
5578,"Sand and Gravel","Lemon Springs Plant/Hall Pit","G. S. Materials, Inc.","North Carolina",Harnett,35.3105,-79.1555,M/P
5579,"Sand and Gravel","Senter Quarry","Hanson Building Materials America, Inc.","North Carolina",Harnett,35.3579,-78.7744,M/P
5580,"Sand and Gravel","Newsome Pit #2","Commercial Ready Mix Products, Inc.","North Carolina",Hertford,36.30599,-76.80481,M/P
5581,"Sand and Gravel","401 Sand Pit","401 Sand Co.","North Carolina",Hoke,35.00833,-79.1915,M/P
5582,"Sand and Gravel","Smith Pit","Williams Sand & Gravel, Inc.","North Carolina",Johnston,35.28372,-78.47382,M/P
5583,"Sand and Gravel","Sand Pit","Neuse Sand & Gravel, Inc.","North Carolina",Lenoir,35.2444,-77.5472,M/P
5584,"Sand and Gravel","King Pit","Morton Minerals, Inc.","North Carolina",Lenoir,35.2334,-77.6495,M/P
5585,"Sand and Gravel","Montgomery Sand Pit #1","Apac-Atlantic, Inc. - Thompson-Arthur Div.","North Carolina",Montgomery,35.2194,-79.7056,M/P
5586,"Sand and Gravel","Emery Pit","G. S. Materials, Inc.","North Carolina",Montgomery,35.2332,-79.7221,M/P
5587,"Sand and Gravel","Wilmington Materials Pit","Riverfront Co., Llc.","North Carolina","New Hanover",34.3056,-77.9611,M/P
5588,"Sand and Gravel","Rogers Pit","Glover Materials, Inc.","North Carolina",Northampton,36.54447,-77.31955,M/P
5589,"Sand and Gravel","White Pitt Ii","Southern Equipment Co., Inc.","North Carolina",Pitt,35.6406,-77.4044,M/P
5590,"Sand and Gravel","Winterville Pit","Rex Smith Farms, Inc.","North Carolina",Pitt,35.48166,-77.49833,M/P
5591,"Sand and Gravel","Buck Mine","American Materials Co., Llc.","North Carolina",Pitt,35.67472,-77.45131,M/P
5592,"Sand and Gravel","Ha Lathan Sand Pit","Apac-Atlantic, Inc. - Thompson-Arthur Div.","North Carolina",Richmond,34.9842,-79.6167,M/P
5593,"Sand and Gravel","Caroline Sand","Caroline Sand Co.","North Carolina",Rowan,35.7406,-80.4615,M/P
5594,"Sand and Gravel","Ivanhoe Pit","American Materials Co., Llc.","North Carolina",Sampson,34.61628,-78.21683,M/P
5595,"Sand and Gravel","Slate Mine","Slate Sand Co.","North Carolina",Surry,36.34599,-80.60628,M/P
5596,"Sand and Gravel","Gainey Pit","Gainey Sand & Gravel, Inc.","North Carolina",Wayne,35.295,-77.9281,M/P
5597,"Sand and Gravel","Best Pits","Best Sand & Gravel, Inc.","North Carolina",Wayne,35.3139,-77.9472,M/P
5598,"Sand and Gravel","Wilson County Pits","S. T. Wooten Construction Co.","North Carolina",Wilson,35.61166,-77.85816,M/P
5599,"Sand and Gravel","Sand & Gravel Operation","Mikkelsen Aggregates, Llp","North Dakota",Bottineau,48.84255,-100.42411,M/P
5600,"Sand and Gravel","Sheyenne Pit","Aggregate Industries, Inc.","North Dakota",Eddy,47.8421,-99.15832,M/P
5601,"Sand and Gravel","Roeder Pit","Gabriel Construction, Inc.","North Dakota","Grand Forks",47.7322,-97.5689,M/P
5602,"Sand and Gravel","Sand & Gravel Operation","Soper Construction Co.","North Dakota",Ramsey,48.1081,-98.8617,M/P
5603,"Sand and Gravel","Pike Pit & Mill","Gutzmer Construction, Inc.","North Dakota",Ransom,46.3778,-97.6847,M/P
5604,"Sand and Gravel","Rustad's Pit","Rustad's, Llc.","North Dakota",Ransom,46.37734,-97.50033,M/P
5605,"Sand and Gravel","Wipperman Pit","Gutzmer Construction, Inc.","North Dakota",Richland,46.0406,-96.94,M/P
5606,"Sand and Gravel","Plant #1","Fisher Sand & Gravel Co.","North Dakota",Stark,46.9228,-102.4875,M/P
5607,"Sand and Gravel","Dvorak Pit & Plant","Donald Dvorak Pit & Gravel Co.","North Dakota",Walsh,48.2931,-97.8433,M/P
5608,"Sand and Gravel","Sand & Gravel Pit","Aggregate Construction, Inc.","North Dakota",Ward,48.21204,-101.28564,M/P
5609,"Sand and Gravel","Aggregates C-4","Aggregate Construction, Inc.","North Dakota",Ward,48.21204,-101.28564,M/P
5610,"Sand and Gravel","Sand & Gravel Operations","Sundre Sand & Gravel","North Dakota",Ward,47.8486,-101.2076,M/P
5611,"Sand and Gravel","Sand & Gravel Pit","Bartley & Bolin, Inc.",Ohio,Ashland,40.64718,-82.26053,M/P
5612,"Sand and Gravel","Sand & Gravel Pit","Youngs Sand & Gravel Co., Inc.",Ohio,Ashland,40.6317,-82.2239,M/P
5613,"Sand and Gravel","Kingsville Plant","R. W. Sidley, Inc.",Ohio,Ashtabula,41.9333,-80.6008,M/P
5614,"Sand and Gravel","Nelson Pit","Nelson Sand & Gravel, Inc.",Ohio,Ashtabula,41.9283,-80.6342,M/P
5615,"Sand and Gravel","Sand & Gravel Pit","Cochran Transportation Service, Inc.",Ohio,Athens,39.3177,-82.1115,M/P
5616,"Sand and Gravel","Sand & Gravel Pit","Bt Materials, Inc.",Ohio,Athens,39.4255,-82.189,M/P
5617,"Sand and Gravel","Wapakoneta Plant","National Lime & Stone Co.",Ohio,Auglaize,40.5647,-84.03,M/P
5618,"Sand and Gravel","Middletown Pit","Mecco Incorporated",Ohio,Butler,39.4975,-84.4217,M/P
5619,"Sand and Gravel","Schlichter Pit","Welch Sand & Gravel, Inc.",Ohio,Butler,39.3417,-84.6158,M/P
5620,"Sand and Gravel","Dingledine Pit & Plant","Dingledine Basic Materials, Inc.",Ohio,Butler,39.5481,-84.6575,M/P
5621,"Sand and Gravel","Shamrock Pit","Shamrock Materials, Inc.",Ohio,Butler,39.47328,-84.44922,M/P
5622,"Sand and Gravel","Hamilton Gravel (#186)","Martin Marietta Aggregates",Ohio,Butler,39.4289,-84.5328,M/P
5623,"Sand and Gravel","Middletown #22 Pit","Moraine Materials Co., Inc.",Ohio,Butler,39.5508,-84.39,M/P
5624,"Sand and Gravel","Ross S&G (#457)","Martin Marietta Aggregates",Ohio,Butler,39.3206,-84.6342,M/P
5625,"Sand and Gravel","Watson Pit","Watson Gravel, Inc.",Ohio,Butler,39.3589,-84.6403,M/P
5626,"Sand and Gravel","Carroll County Pit","Oneida Sand & Gravel, Inc.",Ohio,Carroll,40.6858,-81.2017,M/P
5627,"Sand and Gravel","Harrison Pit","Mechanicsburg Sand & Gravel, Inc.",Ohio,Champaign,40.0219,-83.7203,M/P
5628,"Sand and Gravel","Champaign Pit","Urbana Materials, Inc.",Ohio,Champaign,40.09895,-83.77872,M/P
5629,"Sand and Gravel","Baisden Sand & Gravel","Baisden Excavating, Inc.",Ohio,Clark,39.9758,-83.8334,M/P
5630,"Sand and Gravel","Fairborn Gravel (#333)","Martin Marietta Aggregates",Ohio,Clark,39.85995,-84.04121,M/P
5631,"Sand and Gravel","Enon Pit","Hilltop Basic Resources, Inc.",Ohio,Clark,39.8917,-83.9336,M/P
5632,"Sand and Gravel","Springfield Sand & Gravel","The Shelly Co.",Ohio,Clark,39.9,-83.7433,M/P
5633,"Sand and Gravel","Fairborn Gravel","Barrett Paving Materials, Inc.",Ohio,Clark,39.85209,-84.01471,M/P
5634,"Sand and Gravel","Perintown Sand & Gravel","Barrett Paving Materials, Inc.",Ohio,Clermont,39.1098,-84.2012,M/P
5635,"Sand and Gravel","Perinton S&G (#192)","Martin Marietta Aggregates",Ohio,Clermont,39.1115,-84.19833,M/P
5636,"Sand and Gravel","Solomons Pit","Solomons Mines, Inc.",Ohio,Columbiana,40.85816,-80.8032,M/P
5637,"Sand and Gravel","Xl Sand & Gravel Pit","Xl Sand & Gravel, Inc.",Ohio,Columbiana,40.8465,-80.8098,M/P
5638,"Sand and Gravel","Coshocton Plant","The Shelly Co.",Ohio,Coshocton,40.3072,-81.9153,M/P
5639,"Sand and Gravel","Apache #1 Pit","Apache Aggregate & Paving Co.",Ohio,Coshocton,40.2997,-81.8886,M/P
5640,"Sand and Gravel","Fouremans Gravel Pit","Fouremans Sand & Gravel, Inc.",Ohio,Darke,40.1212,-84.7042,M/P
5641,"Sand and Gravel","Lancaster Sand & Gravel","The Shelly Co.",Ohio,Fairfield,39.67809,-82.56362,M/P
5642,"Sand and Gravel","Plant & Pit #2","Masons Sand & Gravel Co.",Ohio,Franklin,39.9003,-83.0386,M/P
5643,"Sand and Gravel","Jp Pit","J. P. Sand & Gravel Co.",Ohio,Franklin,39.8256,-82.97,M/P
5644,"Sand and Gravel","Lockbourne Plant","S & S Aggregates Co.",Ohio,Franklin,39.8611,-82.9758,M/P
5645,"Sand and Gravel","Columbus Plant #3","The Olen Corp.",Ohio,Franklin,39.96718,-83.03923,M/P
5646,"Sand and Gravel","Columbus Gravel (#319)","Martin Marietta Aggregates",Ohio,Franklin,39.9108,-83.0039,M/P
5647,"Sand and Gravel","Hilliard #1","The Olen Corp.",Ohio,Franklin,39.9542,-83.2028,M/P
5648,"Sand and Gravel","Agg Rok Materials (#576)","Martin Marietta Aggregates",Ohio,Franklin,39.9044,-83.0386,M/P
5649,"Sand and Gravel","Lockbourne S&G (#322)","Martin Marietta Aggregates",Ohio,Franklin,40.0131,-83.09877,M/P
5650,"Sand and Gravel","Sand & Gravel Plant","T. Coy, Inc.",Ohio,Geauga,41.4662,-81.1937,M/P
5651,"Sand and Gravel","Munn Road Pit","Munn Road Sand & Gravel Co.",Ohio,Geauga,41.41145,-81.24097,M/P
5652,"Sand and Gravel","Xenia Sand & Gravel (#337)","Martin Marietta Aggregates",Ohio,Greene,39.7047,-83.9947,M/P
5653,"Sand and Gravel","Fairborn Aggregates Pit","Barrett Paving Materials, Inc.",Ohio,Greene,39.8483,-84.0394,M/P
5654,"Sand and Gravel","Sand & Gravel Pit","Phillips Sand & Gravel Co.",Ohio,Greene,39.7081,-84.0208,M/P
5655,"Sand and Gravel","E-Town Sand & Gravel (#460)","Martin Marietta Aggregates",Ohio,Hamilton,39.2054,-84.5045,M/P
5656,"Sand and Gravel","Harrison Gravel (#188)","Martin Marietta Aggregates",Ohio,Hamilton,39.2478,-84.7683,M/P
5657,"Sand and Gravel","Bunnell Gravel Pit","Hanson Building Materials America, Inc.",Ohio,Hamilton,39.1511,-84.7525,M/P
5658,"Sand and Gravel","Camp Dennison S&G (#455)","Martin Marietta Aggregates",Ohio,Hamilton,39.20292,-84.28667,M/P
5659,"Sand and Gravel","East Miami Pit","Welch Sand & Gravel, Inc.",Ohio,Hamilton,39.2003,-84.7108,M/P
5660,"Sand and Gravel","Ross Pit","Welch Sand & Gravel, Inc.",Ohio,Hamilton,39.1846,-84.6544,M/P
5661,"Sand and Gravel","Ashcraft Main Pit & Mill","Ashcraft Sand & Gravel Co, Inc.",Ohio,Hamilton,39.1836,-84.7689,M/P
5662,"Sand and Gravel","Harrison Pit","Watson Gravel, Inc.",Ohio,Hamilton,39.2197,-84.8044,M/P
5663,"Sand and Gravel","#1 Pit","James Bunnell, Inc.",Ohio,Hamilton,39.20358,-84.7066,M/P
5664,"Sand and Gravel","Nelson Stark Gravel Pit","Allgeier & Son, Inc.",Ohio,Hamilton,39.1976,-84.7132,M/P
5665,"Sand and Gravel","River Pit","Watson Gravel, Inc.",Ohio,Hamilton,39.2583,-84.7036,M/P
5666,"Sand and Gravel","Sand & Gravel Operation","Hocking Valley Concrete, Inc.",Ohio,Hocking,39.5242,-82.3767,M/P
5667,"Sand and Gravel","S&S Aggregates Plant","S & S Aggregates Co.",Ohio,Hocking,39.48,-82.33,M/P
5668,"Sand and Gravel","Holmesville Pit","Holmes Supply Corp.",Ohio,Holmes,40.5845,-81.9281,M/P
5669,"Sand and Gravel","Sand & Gravel Pit","Feikert Sand & Gravel, Inc.",Ohio,Holmes,40.6258,-81.8833,M/P
5670,"Sand and Gravel","Fair Pit","Menuez Bros. Sand & Gravel, Inc.",Ohio,Holmes,40.575,-81.9761,M/P
5671,"Sand and Gravel","Sand & Gravel Pit","Lakeville Sand & Gravel, Ltd",Ohio,Holmes,40.6665,-82.1134,M/P
5672,"Sand and Gravel","Fairfield Gravel (#187)","Martin Marietta Aggregates",Ohio,Jefferson,40.4299,-80.7595,M/P
5673,"Sand and Gravel","Sand & Gravel Pit","Small's Sand & Gravel, Inc.",Ohio,Knox,40.3681,-82.3537,M/P
5674,"Sand and Gravel","Sant Pit","United Aggregates",Ohio,Knox,40.3883,-82.4947,M/P
5675,"Sand and Gravel","Fredericktown Plant #2","The Olen Corp.",Ohio,Knox,40.2711,-82.3236,M/P
5676,"Sand and Gravel","Lake Erie","Osborne Materials Co.",Ohio,Lake,41.76285,-81.2407,M/P
5677,"Sand and Gravel","Van Wey","The Shelly Co.",Ohio,Licking,40.1964,-82.4267,M/P
5678,"Sand and Gravel","Alexandria Plant 1312","The Shelly Co.",Ohio,Licking,40.1498,-82.4189,M/P
5679,"Sand and Gravel","St Louisville Plant #5","The Olen Corp.",Ohio,Licking,40.15298,-82.42353,M/P
5680,"Sand and Gravel","Sand & Gravel Pit","Neer's Engineering Laboratories",Ohio,Logan,40.3114,-83.8497,M/P
5681,"Sand and Gravel","Sand & Gravel Pit","Tuffco Sand & Gravel, Inc.",Ohio,Madison,39.8486,-83.475,M/P
5682,"Sand and Gravel","Seville Sand","Seville Sand & Gravel, Inc.",Ohio,Medina,41.00583,-81.9725,M/P
5683,"Sand and Gravel","Baker Pit","Baker Sand, Inc.",Ohio,Medina,41.0281,-81.99,M/P
5684,"Sand and Gravel","Seville Plant","Seville Sand & Gravel, Inc.",Ohio,Medina,41.0094,-81.9914,M/P
5685,"Sand and Gravel","Racine Plant","The Shelly Co.",Ohio,Meigs,38.8839,-81.9008,M/P
5686,"Sand and Gravel","Apple Grove S&G (#445)","Martin Marietta Aggregates",Ohio,Meigs,38.8842,-81.8761,M/P
5687,"Sand and Gravel","Reedsville Pit","Jaymar, Inc.",Ohio,Meigs,39.11669,-81.75648,M/P
5688,"Sand and Gravel","Troy Sand & Gravel (#345)","Martin Marietta Aggregates",Ohio,Miami,40.0275,-84.2,M/P
5689,"Sand and Gravel","Pleasant Hill Pit","Fenner Sand & Gravel, Inc.",Ohio,Miami,40.0437,-84.235,M/P
5690,"Sand and Gravel","West Carrollton Pit","Barrett Paving Materials, Inc.",Ohio,Montgomery,39.6897,-84.2706,M/P
